observation_month,release_month,item_code,item_label,item_label_raw,unit,unit_source,extreme_type,geography_type,state,state_raw_label,zone,price_ngn,is_shared_extreme,raw_callout_text,observation_month_basis,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2026-03-01,2026-03-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,HIGHEST,STATE,Plateau,Plateau,North Central,2969.43,FALSE,Plateau (2969.43),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,29,7,G29
2026-03-01,2026-03-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,LOWEST,STATE,Gombe,Gombe,North East,1604.56,FALSE,Gombe (1604.56),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,29,8,H29
2026-03-01,2026-03-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Kogi,Kogi,North Central,2176.85,FALSE,Kogi (2176.85),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,30,7,G30
2026-03-01,2026-03-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Bauchi,Bauchi,North East,1570.72,FALSE,Bauchi (1570.72),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,30,8,H30
2026-03-01,2026-03-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,HIGHEST,STATE,Abuja,Abuja,North Central,2718.63,FALSE,Abuja (2718.63),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,31,7,G31
2026-03-01,2026-03-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,LOWEST,STATE,Yobe,Yobe,North East,1830.6,FALSE,Yobe (1830.6),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,31,8,H31
2026-03-01,2026-03-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,HIGHEST,STATE,Adamawa,Adamawa,North East,2860,FALSE,Adamawa (2860),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,32,7,G32
2026-03-01,2026-03-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,LOWEST,STATE,Lagos,Lagos,South West,1774.19,FALSE,Lagos (1774.19),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,32,8,H32
2026-03-01,2026-03-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,HIGHEST,STATE,Taraba,Taraba,North East,8750,FALSE,Taraba (8750),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,33,7,G33
2026-03-01,2026-03-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,LOWEST,STATE,Kebbi,Kebbi,North West,3724.29,FALSE,Kebbi (3724.29),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,33,8,H33
2026-03-01,2026-03-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,HIGHEST,STATE,Delta,Delta,South South,1410.8,FALSE,Delta (1410.8),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,34,7,G34
2026-03-01,2026-03-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,LOWEST,STATE,Plateau,Plateau,North Central,470.29,FALSE,Plateau (470.29),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,34,8,H34
2026-03-01,2026-03-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,HIGHEST,STATE,Benue,Benue,North Central,8377.54,FALSE,Benue (8377.54),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,35,7,G35
2026-03-01,2026-03-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,LOWEST,STATE,Sokoto,Sokoto,North West,3751.01,FALSE,Sokoto (3751.01),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,35,8,H35
2026-03-01,2026-03-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,HIGHEST,STATE,Gombe,Gombe,North East,1430,FALSE,Gombe (1430),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,36,7,G36
2026-03-01,2026-03-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,LOWEST,STATE,Taraba,Taraba,North East,870,FALSE,Taraba (870),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,36,8,H36
2026-03-01,2026-03-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,HIGHEST,STATE,Gombe,Gombe,North East,1290.57,FALSE,Gombe (1290.57),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,37,7,G37
2026-03-01,2026-03-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,LOWEST,STATE,Ekiti,Ekiti,South West,800.26,FALSE,Ekiti (800.26),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,37,8,H37
2026-03-01,2026-03-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,HIGHEST,STATE,Kwara,Kwara,North Central,8957.84,FALSE,Kwara (8957.84),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,38,7,G38
2026-03-01,2026-03-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,LOWEST,STATE,Adamawa,Adamawa,North East,5100,FALSE,Adamawa (5100),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,38,8,H38
2026-03-01,2026-03-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Edo,Edo,South South,1502.3,FALSE,Edo (1502.3),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,39,7,G39
2026-03-01,2026-03-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Plateau,Plateau,North Central,719.81,FALSE,Plateau (719.81),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,39,8,H39
2026-03-01,2026-03-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,HIGHEST,STATE,Anambra,Anambra,South East,4086.58,FALSE,Anambra (4086.58),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,40,7,G40
2026-03-01,2026-03-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,LOWEST,STATE,Jigawa,Jigawa,North West,2579.37,FALSE,Jigawa (2579.37),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,40,8,H40
2026-03-01,2026-03-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,HIGHEST,STATE,Enugu,Enugu,South East,2665.22,FALSE,Enugu (2665.22),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,41,7,G41
2026-03-01,2026-03-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,LOWEST,STATE,Zamfara,Zamfara,North West,1350.7,FALSE,Zamfara (1350.7),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,41,8,H41
2026-03-01,2026-03-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,HIGHEST,STATE,Kwara,Kwara,North Central,4663.19,FALSE,Kwara (4663.19),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,42,7,G42
2026-03-01,2026-03-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,LOWEST,STATE,Yobe,Yobe,North East,3090.1,FALSE,Yobe (3090.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,42,8,H42
2026-03-01,2026-03-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Delta,Delta,South South,2680.21,FALSE,Delta (2680.21),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,43,7,G43
2026-03-01,2026-03-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Niger,Niger,North Central,1433.88,FALSE,Niger (1433.88),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,43,8,H43
2026-05-01,2026-05-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,HIGHEST,STATE,Abia,Abia,South East,285.69,FALSE,Abia (285.69),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,2,7,G2
2026-05-01,2026-05-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,LOWEST,STATE,Plateau,Plateau,North Central,245.56,FALSE,Plateau (245.56),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,2,8,H2
2026-05-01,2026-05-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,HIGHEST,STATE,Taraba,Taraba,North East,7020,FALSE,Taraba (7020),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,3,7,G3
2026-05-01,2026-05-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,LOWEST,STATE,Niger,Niger,North Central,5637.94,FALSE,Niger (5637.94),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,3,8,H3
2026-05-01,2026-05-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Oyo,Oyo,South West,1941.78,FALSE,Oyo (1941.78),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,4,7,G4
2026-05-01,2026-05-01,BEANS_BROWN,Beans Brown,Beans Brown,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Taraba,Taraba,North East,760,FALSE,Taraba (760),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,4,8,H4
2026-05-01,2026-05-01,BEANS_WHITE,Beans white,Beans white,,,HIGHEST,STATE,Bayelsa,Bayelsa,South South,1805.36,FALSE,Bayelsa (1805.36),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,5,7,G5
2026-05-01,2026-05-01,BEANS_WHITE,Beans white,Beans white,,,LOWEST,STATE,Taraba,Taraba,North East,760,FALSE,Taraba (760),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,5,8,H5
2026-05-01,2026-05-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Anambra,Anambra,South East,8856.65,FALSE,Anambra (8856.65),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,6,7,G6
2026-05-01,2026-05-01,BEEF_BONELESS,Beef Boneless,Beef Boneless,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Sokoto,Sokoto,North West,5833.67,FALSE,Sokoto (5833.67),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,6,8,H6
2026-05-01,2026-05-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,HIGHEST,STATE,Adamawa,Adamawa,North East,1970,FALSE,Adamawa (1970),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,7,7,G7
2026-05-01,2026-05-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,LOWEST,STATE,Yobe,Yobe,North East,1026.7,FALSE,Yobe (1026.7),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,7,8,H7
2026-05-01,2026-05-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,HIGHEST,STATE,Ebonyi,Ebonyi,South East,1969.83,FALSE,Ebonyi (1969.83),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,8,7,G8
2026-05-01,2026-05-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,LOWEST,STATE,Ekiti,Ekiti,South West,1065.23,FALSE,Ekiti (1065.23),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,8,8,H8
2026-05-01,2026-05-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Delta,Delta,South South,2780.02,FALSE,Delta (2780.02),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,9,7,G9
2026-05-01,2026-05-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Borno,Borno,North East,1100.58,FALSE,Borno (1100.58),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,9,8,H9
2026-05-01,2026-05-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,HIGHEST,STATE,Plateau,Plateau,North Central,8324,FALSE,Plateau (8324),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,10,7,G10
2026-05-01,2026-05-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,LOWEST,STATE,Zamfara,Zamfara,North West,3870.34,FALSE,Zamfara (3870.34),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,10,8,H10
2026-05-01,2026-05-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,HIGHEST,STATE,Osun,Osun,South West,5508.21,FALSE,Osun (5508.21),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,11,7,G11
2026-05-01,2026-05-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,LOWEST,STATE,Jigawa,Jigawa,North West,2523.12,FALSE,Jigawa (2523.12),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,11,8,H11
2026-05-01,2026-05-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,HIGHEST,STATE,Enugu,Enugu,South East,9126.91,FALSE,Enugu (9126.91),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,12,7,G12
2026-05-01,2026-05-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,LOWEST,STATE,Taraba,Taraba,North East,4510,FALSE,Taraba (4510),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,12,8,H12
2026-05-01,2026-05-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,HIGHEST,STATE,Ondo,Ondo,South West,6445.92,FALSE,Ondo (6445.92),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,13,7,G13
2026-05-01,2026-05-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,LOWEST,STATE,Adamawa,Adamawa,North East,3454,FALSE,Adamawa (3454),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,13,8,H13
2026-05-01,2026-05-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Abuja,Abuja,North Central,10050.71,FALSE,Abuja (10050.71),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,14,7,G14
2026-05-01,2026-05-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Bayelsa,Bayelsa,South South,6608.57,FALSE,Bayelsa (6608.57),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,14,8,H14
2026-05-01,2026-05-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,HIGHEST,STATE,Enugu,Enugu,South East,10281.96,FALSE,Enugu (10281.96),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,15,7,G15
2026-05-01,2026-05-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,LOWEST,STATE,Ogun,Ogun,South West,5312,FALSE,Ogun (5312),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,15,8,H15
2026-05-01,2026-05-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Abia,Abia,South East,1075.71,FALSE,Abia (1075.71),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,16,7,G16
2026-05-01,2026-05-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Plateau,Plateau,North Central,521.1,FALSE,Plateau (521.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,16,8,H16
2026-05-01,2026-05-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,HIGHEST,STATE,Abia,Abia,South East,1142.94,FALSE,Abia (1142.94),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,17,7,G17
2026-05-01,2026-05-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,LOWEST,STATE,Taraba,Taraba,North East,525,FALSE,Taraba (525),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,17,8,H17
2026-05-01,2026-05-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Bayelsa,Bayelsa,South South,8000.48,FALSE,Bayelsa (8000.48),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,18,7,G18
2026-05-01,2026-05-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,LOWEST,STATE,Borno,Borno,North East,3450.92,FALSE,Borno (3450.92),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,18,8,H18
2026-05-01,2026-05-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,HIGHEST,STATE,Imo,Imo,South East,8802.1,FALSE,Imo (8802.1),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,19,7,G19
2026-05-01,2026-05-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,LOWEST,STATE,Kogi,Kogi,North Central,4036.66,FALSE,Kogi (4036.66),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,19,8,H19
2026-05-01,2026-05-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,HIGHEST,STATE,Delta,Delta,South South,4250.6,FALSE,Delta (4250.6),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,20,7,G20
2026-05-01,2026-05-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,LOWEST,STATE,Adamawa,Adamawa,North East,2200,FALSE,Adamawa (2200),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,20,8,H20
2026-05-01,2026-05-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,HIGHEST,STATE,Taraba,Taraba,North East,3300,FALSE,Taraba (3300),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,21,7,G21
2026-05-01,2026-05-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,LOWEST,STATE,Bauchi,Bauchi,North East,2200,FALSE,Bauchi (2200),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,21,8,H21
2026-05-01,2026-05-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,HIGHEST,STATE,Bayelsa,Bayelsa,South South,2996.55,FALSE,Bayelsa (2996.55),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,22,7,G22
2026-05-01,2026-05-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,LOWEST,STATE,Kano,Kano,North West,1289.7,FALSE,Kano (1289.7),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,22,8,H22
2026-05-01,2026-05-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,HIGHEST,STATE,Delta,Delta,South South,3250.81,FALSE,Delta (3250.81),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,23,7,G23
2026-05-01,2026-05-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,LOWEST,STATE,Adamawa,Adamawa,North East,1350.42,FALSE,Adamawa (1350.42),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,23,8,H23
2026-05-01,2026-05-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,HIGHEST,STATE,Plateau,Plateau,North Central,9108.94,FALSE,Plateau (9108.94),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,24,7,G24
2026-05-01,2026-05-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,LOWEST,STATE,Zamfara,Zamfara,North West,3830,FALSE,Zamfara (3830),RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_May 26.zip,selected food table May 26.xlsx,Selected Food May 2026,24,8,H24
