observation_month,release_month,item_code,item_label,item_label_raw,unit,unit_source,geography_type,geography_name,avg_price_ngn,value_status,period_position,source_period_label,is_primary_release,source_anomaly,header_row_used,header_label_raw,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2026-03-01,2026-03-01,BREAD_SLICED_450G,"Bread (sliced), 450g","Bread (sliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1675.308890723947,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,7,4,D7
2025-03-01,2026-03-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1561.2438133998007,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,8,2,B8
2026-02-01,2026-03-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1597.4349238982988,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,8,3,C8
2026-03-01,2026-03-01,BREAD_UNSLICED_450G,"Bread (unsliced), 450g","Bread (unsliced), 450g",450 g,SPREADSHEET_LABEL,NATIONAL,Nigeria,1600.1350551782627,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,8,4,D8
2025-03-01,2026-03-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1947.049737680731,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,9,2,B9
2026-02-01,2026-03-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1970.611274136475,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,9,3,C9
2026-03-01,2026-03-01,CARROTS_FRESH,"Carrots, fresh","Carrots, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2003.08143338144,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,9,4,D9
2025-03-01,2026-03-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,NATIONAL,Nigeria,5507.109940563151,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,10,2,B10
2026-02-01,2026-03-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,NATIONAL,Nigeria,6064.9638314077,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,10,3,C10
2026-03-01,2026-03-01,FISH_CATFISH_FRESH,Cat fresh fish,Cat fresh fish,,,NATIONAL,Nigeria,6080.020725454623,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,10,4,D10
2025-03-01,2026-03-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,NATIONAL,Nigeria,3487.0587798892566,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,11,2,B11
2026-02-01,2026-03-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,NATIONAL,Nigeria,3970.9412970337276,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,11,3,C11
2026-03-01,2026-03-01,CHICKEN_FEET,Chicken feet,Chicken feet,,,NATIONAL,Nigeria,3979.847730320467,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,11,4,D11
2025-03-01,2026-03-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,NATIONAL,Nigeria,5675.675675675676,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,12,2,B12
2026-02-01,2026-03-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,NATIONAL,Nigeria,5917.605025618603,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,12,3,C12
2026-03-01,2026-03-01,CHICKEN_MEAT_FROZEN,Chicken meat (Frozen),Chicken meat (Frozen),,,NATIONAL,Nigeria,5926.602277414922,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,12,4,D12
2025-03-01,2026-03-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,NATIONAL,Nigeria,4671.313314349039,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,13,2,B13
2026-02-01,2026-03-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,NATIONAL,Nigeria,4997.313018217791,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,13,3,C13
2026-03-01,2026-03-01,CHICKEN_WINGS,Chicken Wings,Chicken Wings,,,NATIONAL,Nigeria,5011.298418797165,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,13,4,D13
2025-03-01,2026-03-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,6657.002535356239,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,14,2,B14
2026-02-01,2026-03-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,8785.158287506805,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,14,3,C14
2026-03-01,2026-03-01,CRAYFISH_SMALL_WHITE,Cray fish small white,Cray fish small white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,8820.593259575033,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,14,4,D14
2025-03-01,2026-03-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,NATIONAL,Nigeria,6493.784328495541,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,15,2,B15
2026-02-01,2026-03-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,NATIONAL,Nigeria,7279.894958796047,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,15,3,C15
2026-03-01,2026-03-01,FISH_DRIED_BONGA,"Dried fish, Bonga","Dried fish, Bonga",,,NATIONAL,Nigeria,7292.624883978964,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,15,4,D15
2025-03-01,2026-03-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1362.95931475153,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,16,2,B16
2026-02-01,2026-03-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,790.6246042261746,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,16,3,C16
2026-03-01,2026-03-01,GARRI_WHITE,Garri white,Garri white,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,801.5403940406949,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,16,4,D16
2025-03-01,2026-03-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,NATIONAL,Nigeria,1456.6512649646875,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,17,2,B17
2026-02-01,2026-03-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,NATIONAL,Nigeria,841.7366786068142,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,17,3,C17
2026-03-01,2026-03-01,GARRI_YELLOW,Garri Yellow,Garri Yellow,,,NATIONAL,Nigeria,853.6471834488206,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,17,4,D17
2025-03-01,2026-03-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,4600.230818051035,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,18,2,B18
2026-02-01,2026-03-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,5507.430583123195,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,18,3,C18
2026-03-01,2026-03-01,GINGER_FRESH,"Ginger, fresh","Ginger, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,5541.252667840406,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,18,4,D18
2025-03-01,2026-03-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,NATIONAL,Nigeria,6892.462295546797,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,19,2,B19
2026-02-01,2026-03-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,NATIONAL,Nigeria,6845.738268698997,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,19,3,C19
2026-03-01,2026-03-01,GOAT_MEAT_BONE_IN,Goat Meat Bone in,Goat Meat Bone in,,,NATIONAL,Nigeria,6860.540373417374,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,19,4,D19
2025-03-01,2026-03-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,3218.8178332615544,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,20,2,B20
2026-02-01,2026-03-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,3085.180192923652,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,20,3,C20
2026-03-01,2026-03-01,GROUNDNUT_OIL_75CL,"Groundnut oil, 75cl","Groundnut oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,3093.093319940079,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,20,4,D20
2025-03-01,2026-03-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,NATIONAL,Nigeria,2487.6765241772973,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,21,2,B21
2026-02-01,2026-03-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,NATIONAL,Nigeria,2584.4192390532007,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,21,3,C21
2026-03-01,2026-03-01,GROUNDNUTS_ROASTED_75CL,"Groundnuts, roasted,75cl bottle","Groundnuts, roasted,75cl bottle",75 cl bottle,SPREADSHEET_LABEL,NATIONAL,Nigeria,2591.40067258202,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,21,4,D21
2025-03-01,2026-03-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1881.7562755561667,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,22,2,B22
2026-02-01,2026-03-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2008.919460979377,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,22,3,C22
2026-03-01,2026-03-01,POTATO_IRISH,Irish Potatoe,Irish Potatoe,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2044.4013189103548,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,22,4,D22
2025-03-01,2026-03-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,NATIONAL,Nigeria,2671.7289628642798,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,23,2,B23
2026-02-01,2026-03-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,NATIONAL,Nigeria,2180.498637880816,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,23,3,C23
2026-03-01,2026-03-01,RICE_LOCAL_BROKEN,Local Rice (Broken),Local Rice (Broken),,,NATIONAL,Nigeria,2188.447657873707,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,23,4,D23
2025-03-01,2026-03-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,NATIONAL,Nigeria,5482.632785948785,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,24,2,B24
2026-02-01,2026-03-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,NATIONAL,Nigeria,5789.297291628057,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,24,3,C24
2026-03-01,2026-03-01,FISH_MACKEREL_FROZEN,"Mackerel, Frozen","Mackerel, Frozen",,,NATIONAL,Nigeria,5801.331728340608,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,24,4,D24
2025-03-01,2026-03-01,MAIZE_GRAIN_WHITE_LOOSE,Maize (Corn) Grains (White) sold loose,Maize (Corn) Grains (White) sold loose,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1278.7595198008491,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,25,2,B25
2026-02-01,2026-03-01,MAIZE_GRAIN_WHITE_LOOSE,Maize (Corn) Grains (White) sold loose,Maize (Corn) Grains (White) sold loose,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,795.8172531201585,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,25,3,C25
2026-03-01,2026-03-01,MAIZE_GRAIN_WHITE_LOOSE,Maize (Corn) Grains (White) sold loose,Maize (Corn) Grains (White) sold loose,1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,803.2747553397459,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,25,4,D25
2025-03-01,2026-03-01,ONIONS_FRESH,"Onions, fresh","Onions, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1434.8498267248613,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,26,2,B26
2026-02-01,2026-03-01,ONIONS_FRESH,"Onions, fresh","Onions, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1135.1183215298256,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,26,3,C26
2026-03-01,2026-03-01,ONIONS_FRESH,"Onions, fresh","Onions, fresh",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1153.1379971451154,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,26,4,D26
2025-03-01,2026-03-01,PALM_OIL_75CL,"Palm oil, 75cl","Palm oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,2511.7729143043784,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,27,2,B27
2026-02-01,2026-03-01,PALM_OIL_75CL,"Palm oil, 75cl","Palm oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,2386.9602820486193,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,27,3,C27
2026-03-01,2026-03-01,PALM_OIL_75CL,"Palm oil, 75cl","Palm oil, 75cl",75 cl,SPREADSHEET_LABEL,NATIONAL,Nigeria,2393.3772395685796,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,27,4,D27
2025-03-01,2026-03-01,PLANTAIN_RIPE,Plantain (ripe),Plantain (ripe),,,NATIONAL,Nigeria,2002.584171777326,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,28,2,B28
2026-02-01,2026-03-01,PLANTAIN_RIPE,Plantain (ripe),Plantain (ripe),,,NATIONAL,Nigeria,2110.034423495265,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,28,3,C28
2026-03-01,2026-03-01,PLANTAIN_RIPE,Plantain (ripe),Plantain (ripe),,,NATIONAL,Nigeria,2135.5960800137805,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,28,4,D28
2025-03-01,2026-03-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,NATIONAL,Nigeria,2214.565279777661,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,29,2,B29
2026-02-01,2026-03-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,NATIONAL,Nigeria,2154.8538166556614,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,29,3,C29
2026-03-01,2026-03-01,PLANTAIN_UNRIPE,Plantain (unripe),Plantain (unripe),,,NATIONAL,Nigeria,2178.931006295384,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,29,4,D29
2025-03-01,2026-03-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,2242.6382187062827,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,30,2,B30
2026-02-01,2026-03-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1858.9259922731371,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,30,3,C30
2026-03-01,2026-03-01,RICE_LOCAL_SHORT_GRAIN,"Rice Local, short-Grained","Rice Local, short-Grained",1 kg,NBS_REPORT_PDF,NATIONAL,Nigeria,1876.360850383895,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,30,4,D30
2025-03-01,2026-03-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,NATIONAL,Nigeria,2679.5060014625356,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,31,2,B31
2026-02-01,2026-03-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,NATIONAL,Nigeria,2211.794411459619,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,31,3,C31
2026-03-01,2026-03-01,RICE_IMPORTED_LONG_GRAIN,Rice Long-Grained (Imported),Rice Long-Grained (Imported),,,NATIONAL,Nigeria,2223.8302399733257,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,31,4,D31
2025-03-01,2026-03-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,2173.1178654254054,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,32,2,B32
2026-02-01,2026-03-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,2241.0433976238114,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,32,3,C32
2026-03-01,2026-03-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,NATIONAL,Nigeria,2160.4205037608244,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,32,4,D32
2025-03-01,2026-03-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,NATIONAL,Nigeria,5752.75512147591,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,33,2,B33
2026-02-01,2026-03-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,NATIONAL,Nigeria,6276.991453650049,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,33,3,C33
2026-03-01,2026-03-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish (Mackerel),,,NATIONAL,Nigeria,6293.572849046083,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,33,4,D33
2025-03-01,2026-03-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,NATIONAL,Nigeria,909.8848797793393,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,34,2,B34
2026-02-01,2026-03-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,NATIONAL,Nigeria,805.4089807869747,OK,PRIOR_MONTH,Average of February-26,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,34,3,C34
2026-03-01,2026-03-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,NATIONAL,Nigeria,828.3438406529549,OK,CURRENT_MONTH,Average of March-26,TRUE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,34,4,D34
2025-03-01,2026-03-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,NATIONAL,Nigeria,5459.042142929825,OK,YEAR_AGO,Average of March-25,FALSE,,1,Item Label,Selected_Food_Report_Mar_2026.zip,selected food table Mar26.xlsx,Selected Food March 2026,35,2,B35
