observation_month,release_month,item_code,item_label,item_label_raw,unit,unit_source,geography_type,zone,zone_raw_label,avg_price_ngn,value_status,observation_month_basis,source_anomaly,header_row_used,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2026-01-01,2026-01-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,2216.608879599672,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,32,2,B32
2026-01-01,2026-01-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,2407.125,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,32,3,C32
2026-01-01,2026-01-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,1877.9935170103943,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,32,4,D32
2026-01-01,2026-01-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,2170.060863464948,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,32,5,E32
2026-01-01,2026-01-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,2634.4644444444452,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,32,6,F32
2026-01-01,2026-01-01,SEMOVITA_1KG,"Semovita, Prepacked (1kg)","Semovita, Prepacked (1kg)",1 kg,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,2150.7683236111116,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,32,7,G32
2026-01-01,2026-01-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish,,,ZONE,North Central,NORTH CENTRAL,6330.065052917138,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,33,2,B33
2026-01-01,2026-01-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish,,,ZONE,North East,NORTH EAST,6635.866987877591,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,33,3,C33
2026-01-01,2026-01-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish,,,ZONE,North West,NORTH WEST,4701.584492177477,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,33,4,D33
2026-01-01,2026-01-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish,,,ZONE,South East,SOUTH EAST,7262.408396755624,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,33,5,E33
2026-01-01,2026-01-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish,,,ZONE,South South,SOUTH SOUTH,6762.638624672175,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,33,6,F33
2026-01-01,2026-01-01,FISH_SMOKED_MACKEREL,Smoked fish (Mackerel),Smoked fish,,,ZONE,South West,SOUTH WEST,6280.853333333333,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,33,7,G33
2026-01-01,2026-01-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,ZONE,North Central,NORTH CENTRAL,681.4736731813865,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,34,2,B34
2026-01-01,2026-01-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,ZONE,North East,NORTH EAST,634.3140819063918,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,34,3,C34
2026-01-01,2026-01-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,ZONE,North West,NORTH WEST,545.1697160349419,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,34,4,D34
2026-01-01,2026-01-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,ZONE,South East,SOUTH EAST,858.9165824491536,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,34,5,E34
2026-01-01,2026-01-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,ZONE,South South,SOUTH SOUTH,1139.5277522345434,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,34,6,F34
2026-01-01,2026-01-01,POTATO_SWEET,Sweet potatoes,Sweet potatoes,,,ZONE,South West,SOUTH WEST,671.3465351495516,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,34,7,G34
2026-01-01,2026-01-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,ZONE,North Central,NORTH CENTRAL,6639.683881412661,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,35,2,B35
2026-01-01,2026-01-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,ZONE,North East,NORTH EAST,5905.330898007492,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,35,3,C35
2026-01-01,2026-01-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,ZONE,North West,NORTH WEST,4593.790973635472,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,35,4,D35
2026-01-01,2026-01-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,ZONE,South East,SOUTH EAST,6212.223354967576,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,35,5,E35
2026-01-01,2026-01-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,ZONE,South South,SOUTH SOUTH,5829.093518065377,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,35,6,F35
2026-01-01,2026-01-01,FISH_TILAPIA_FRESH,Tilapia fresh fish (Epiya),Tilapia fresh fish (Epiya),,,ZONE,South West,SOUTH WEST,6049.623952078921,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,35,7,G35
2026-01-01,2026-01-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,1051.4128916488376,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,36,2,B36
2026-01-01,2026-01-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,1104.803254155863,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,36,3,C36
2026-01-01,2026-01-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,885.9358864873814,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,36,4,D36
2026-01-01,2026-01-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,1019.2365617799999,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,36,5,E36
2026-01-01,2026-01-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,1135.44804563492,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,36,6,F36
2026-01-01,2026-01-01,MILK_EVAP_PEAK_150G,"Tin Milk-Evaporated, Peak Milk, 150g","Tin Milk-Evaporated, Peak Milk, 150g",150 g,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,1057.6999441666665,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,36,7,G36
2026-01-01,2026-01-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,862.6216321665581,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,37,2,B37
2026-01-01,2026-01-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,1029.89184624989,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,37,3,C37
2026-01-01,2026-01-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,865.5409092249838,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,37,4,D37
2026-01-01,2026-01-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,892.76891772,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,37,5,E37
2026-01-01,2026-01-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,994.2405003592468,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,37,6,F37
2026-01-01,2026-01-01,MILK_EVAP_THREECROWN_160G,"Tin Milk-Evaporated, Three Crown Milk, 160g","Tin Milk-Evaporated, Three Crown Milk, 160g",160 g,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,909.21440304,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,37,7,G37
2026-01-01,2026-01-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,ZONE,North Central,NORTH CENTRAL,7087.786374934774,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,38,2,B38
2026-01-01,2026-01-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,ZONE,North East,NORTH EAST,5603.474642562724,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,38,3,C38
2026-01-01,2026-01-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,ZONE,North West,NORTH WEST,6806.694974223783,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,38,4,D38
2026-01-01,2026-01-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,ZONE,South East,SOUTH EAST,6413.9680436,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,38,5,E38
2026-01-01,2026-01-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,ZONE,South South,SOUTH SOUTH,6031.509871548376,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,38,6,F38
2026-01-01,2026-01-01,FISH_TITUS_FROZEN,"Titus, frozen","Titus, frozen",,,ZONE,South West,SOUTH WEST,5929.206340010435,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,38,7,G38
2026-01-01,2026-01-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,ZONE,North Central,NORTH CENTRAL,956.1812072878827,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,39,2,B39
2026-01-01,2026-01-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,ZONE,North East,NORTH EAST,953.579165649785,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,39,3,C39
2026-01-01,2026-01-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,ZONE,North West,NORTH WEST,741.3845770137243,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,39,4,D39
2026-01-01,2026-01-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,ZONE,South East,SOUTH EAST,1208.6471720000002,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,39,5,E39
2026-01-01,2026-01-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,ZONE,South South,SOUTH SOUTH,1296.9341418543665,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,39,6,F39
2026-01-01,2026-01-01,TOMATOES_FRESH,"Tomatoes, fresh","Tomatoes, fresh",1 kg,NBS_REPORT_PDF,ZONE,South West,SOUTH WEST,1080.4379035128,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,39,7,G39
2026-01-01,2026-01-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,3145.9937517255153,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,40,2,B40
2026-01-01,2026-01-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,3181.689419534523,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,40,3,C40
2026-01-01,2026-01-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,2640.2029085046115,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,40,4,D40
2026-01-01,2026-01-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,3847.3638055999995,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,40,5,E40
2026-01-01,2026-01-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,3706.176856150794,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,40,6,F40
2026-01-01,2026-01-01,VEG_OIL_75CL,"Vegetable Oil, 75cl","Vegetable Oil, 75cl",75 cl,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,3017.9662140509804,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,40,7,G40
2026-01-01,2026-01-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,North Central,NORTH CENTRAL,1901.5431700640545,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,41,2,B41
2026-01-01,2026-01-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,North East,NORTH EAST,1648.0979324159434,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,41,3,C41
2026-01-01,2026-01-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,North West,NORTH WEST,1537.0104620823129,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,41,4,D41
2026-01-01,2026-01-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,South East,SOUTH EAST,2420.2482494000005,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,41,5,E41
2026-01-01,2026-01-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,South South,SOUTH SOUTH,2422.6922939398814,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,41,6,F41
2026-01-01,2026-01-01,WATERMELON_WHOLE,"Watermelon whole, medium size fresh","Watermelon whole, medium size fresh",,,ZONE,South West,SOUTH WEST,2383.742076914828,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,41,7,G41
2026-01-01,2026-01-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,3979.778068633538,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,42,2,B42
2026-01-01,2026-01-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,3449.0696302647752,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,42,3,C42
2026-01-01,2026-01-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,3503.6297415048602,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,42,4,D42
2026-01-01,2026-01-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,South East,SOUTH EAST,3523.008999,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,42,5,E42
2026-01-01,2026-01-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,South South,SOUTH SOUTH,3738.8244393388886,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,42,6,F42
2026-01-01,2026-01-01,WHEAT_FLOUR_2KG,"Wheat Flour, Prepacked (2kg)","Wheat Flour, Prepacked (2kg)",2 kg,SPREADSHEET_LABEL,ZONE,South West,SOUTH WEST,3599.465201236388,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,42,7,G42
2026-01-01,2026-01-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,North Central,NORTH CENTRAL,1785.1329636939859,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,43,2,B43
2026-01-01,2026-01-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,North East,NORTH EAST,1968.6646481522284,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,43,3,C43
2026-01-01,2026-01-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,North West,NORTH WEST,2004.3627134533913,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,43,4,D43
2026-01-01,2026-01-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,South East,SOUTH EAST,2333.42539802855,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,43,5,E43
2026-01-01,2026-01-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,South South,SOUTH SOUTH,2510.408793793383,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,43,6,F43
2026-01-01,2026-01-01,YAM_TUBER,Yam Tuber,Yam Tuber,1 kg,NBS_REPORT_PDF,ZONE,South West,SOUTH WEST,1894.2069022385915,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_Jan26.zip,selected food table Jan26.xlsx,Zone All item,43,7,G43
2025-07-01,2025-07-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,North Central,NORTH CENTRAL,255.85216486810845,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,2,2,B2
2025-07-01,2025-07-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,North East,NORTH EAST,279.36753445,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,2,3,C2
2025-07-01,2025-07-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,North West,NORTH WEST,249.03635328881677,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,2,4,D2
2025-07-01,2025-07-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,South East,SOUTH EAST,312.8573458723987,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,2,5,E2
2025-07-01,2025-07-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,South South,SOUTH SOUTH,276.80006018917345,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,2,6,F2
2025-07-01,2025-07-01,EGG_AGRIC,"Agric hen eggs,","Agric hen eggs,",,,ZONE,South West,SOUTH WEST,263.8333333333333,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,2,7,G2
2025-07-01,2025-07-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,North Central,NORTH CENTRAL,5859.18970075484,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,3,2,B3
2025-07-01,2025-07-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,North East,NORTH EAST,5920,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,3,3,C3
2025-07-01,2025-07-01,EGG_AGRIC_CRATE30,"Agric hen eggs, (a Crate of 30 pieces)","Agric hen eggs, (a Crate of 30 pieces)",1 crate of 30 pieces,SPREADSHEET_LABEL,ZONE,North West,NORTH WEST,5668.451696054227,OK,RELEASE_CURRENT_PERIOD_COLUMN,,1,Selected_Food_Report_July_2025.zip,selected_food_table_July-25.xlsx,Zone All item,3,4,D3
