release_month,observation_month,transport_mode,transport_mode_raw,geography_type,geography_name,geography_raw_label,zone,is_aggregate,fare_ngn,unit,source_period_label,period_position,is_primary_release,source_anomaly,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,NATIONAL,Nigeria,Water transport : water way passenger  transportat,,TRUE,1487.928918918919,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,30,2,B30
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,1064.6714285714286,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,31,2,B31
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,ZONE,North East,NORTH EAST,North East,TRUE,845.9933333333333,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,32,2,B32
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,ZONE,North West,NORTH WEST,North West,TRUE,934.3985714285715,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,33,2,B33
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,ZONE,South East,SOUTH EAST,South East,TRUE,1059.874,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,34,2,B34
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,ZONE,South South,SOUTH SOUTH,South South,TRUE,3643.361666666666,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,35,2,B35
2025-11-01,2024-11-01,WATER,Water transport : water way passenger  transportat,ZONE,South West,SOUTH WEST,South West,TRUE,1470.7299999999998,NGN per journey,Average of Nov-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,36,2,B36
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,NATIONAL,Nigeria,Air fare charg.for specified routes single journey,,TRUE,131557.53303485893,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,2,3,C2
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,131191.34300910085,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,3,3,C3
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,ZONE,North East,NORTH EAST,North East,TRUE,132252.5776174855,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,4,3,C4
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,ZONE,North West,NORTH WEST,North West,TRUE,130130.10215940957,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,5,3,C5
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,ZONE,South East,SOUTH EAST,South East,TRUE,129363.6016151804,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,6,3,C6
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,ZONE,South South,SOUTH SOUTH,South South,TRUE,132779.24087090968,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,7,3,C7
2025-11-01,2025-10-01,AIR,Air fare charg.for specified routes single journey,ZONE,South West,SOUTH WEST,South West,TRUE,133561.61451732233,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,8,3,C8
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,"Bus journey intercity, state route, charg. per per",,TRUE,8170.210278163291,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,9,3,C9
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,7954.025536978625,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,10,3,C10
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North East,NORTH EAST,North East,TRUE,7906.47966612166,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,11,3,C11
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North West,NORTH WEST,North West,TRUE,7894.758174540698,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,12,3,C12
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South East,SOUTH EAST,South East,TRUE,8745.37243781952,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,13,3,C13
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South South,SOUTH SOUTH,South South,TRUE,7927.934754062614,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,14,3,C14
2025-11-01,2025-10-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South West,SOUTH WEST,South West,TRUE,8770.490933533887,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,15,3,C15
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,"Bus journey within  city , per  drop constant  rou",,TRUE,1058.6377143422558,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,16,3,C16
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,1087.5632148055954,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,17,3,C17
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North East,NORTH EAST,North East,TRUE,1041.3107474861438,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,18,3,C18
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North West,NORTH WEST,North West,TRUE,1026.2343555311138,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,19,3,C19
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South East,SOUTH EAST,South East,TRUE,1006.2952846849639,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,20,3,C20
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South South,SOUTH SOUTH,South South,TRUE,1029.6443140134072,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,21,3,C21
2025-11-01,2025-10-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South West,SOUTH WEST,South West,TRUE,1152.6342743140628,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,22,3,C22
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,NATIONAL,Nigeria,Journey by motorcycle (okada) per drop,,TRUE,780.002582860044,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,23,3,C23
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,765.9060383397673,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,24,3,C24
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North East,NORTH EAST,North East,TRUE,797.7919865960831,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,25,3,C25
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North West,NORTH WEST,North West,TRUE,751.609030614859,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,26,3,C26
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South East,SOUTH EAST,South East,TRUE,747.7379900625049,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,27,3,C27
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South South,SOUTH SOUTH,South South,TRUE,724.3057906505813,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,28,3,C28
2025-11-01,2025-10-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South West,SOUTH WEST,South West,TRUE,894.3689115577882,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,29,3,C29
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,NATIONAL,Nigeria,Water transport : water way passenger  transportat,,TRUE,1851.2806865154018,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,30,3,C30
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,1352.1456491344422,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,31,3,C31
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,ZONE,North East,NORTH EAST,North East,TRUE,1079.1508246102364,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,32,3,C32
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,ZONE,North West,NORTH WEST,North West,TRUE,1207.3953162512028,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,33,3,C33
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,ZONE,South East,SOUTH EAST,South East,TRUE,1284.5532440617849,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,34,3,C34
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,ZONE,South South,SOUTH SOUTH,South South,TRUE,4462.316853743719,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,35,3,C35
2025-11-01,2025-10-01,WATER,Water transport : water way passenger  transportat,ZONE,South West,SOUTH WEST,South West,TRUE,1818.1710588229516,NGN per journey,Average of Oct-25,PRIOR_MONTH,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,36,3,C36
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,NATIONAL,Nigeria,Air fare charg.for specified routes single journey,,TRUE,133415.03043487915,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,2,4,D2
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,131954.7662009163,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,3,4,D3
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,ZONE,North East,NORTH EAST,North East,TRUE,135789.8147102735,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,4,4,D4
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,ZONE,North West,NORTH WEST,North West,TRUE,131023.187873056,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,5,4,D5
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,ZONE,South East,SOUTH EAST,South East,TRUE,130421.91510000001,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,6,4,D6
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,ZONE,South South,SOUTH SOUTH,South South,TRUE,137547.81675723768,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,7,4,D7
2025-11-01,2025-11-01,AIR,Air fare charg.for specified routes single journey,ZONE,South West,SOUTH WEST,South West,TRUE,133895.84721127583,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,8,4,D8
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,"Bus journey intercity, state route, charg. per per",,TRUE,8275.25829023603,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,9,4,D9
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,8028.534037143814,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,10,4,D10
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North East,NORTH EAST,North East,TRUE,8009.236408272216,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,11,4,D11
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,North West,NORTH WEST,North West,TRUE,7995.148380635,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,12,4,D12
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South East,SOUTH EAST,South East,TRUE,8791.153004485719,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,13,4,D13
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South South,SOUTH SOUTH,South South,TRUE,8083.56817371515,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,14,4,D14
2025-11-01,2025-11-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",ZONE,South West,SOUTH WEST,South West,TRUE,8917.697883321434,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,15,4,D15
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",NATIONAL,Nigeria,"Bus journey within  city , per  drop constant  rou",,TRUE,1095.0558708956667,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,16,4,D16
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North Central,NORTH CENTRAL,North Central,TRUE,1115.8317683777,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,17,4,D17
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North East,NORTH EAST,North East,TRUE,1097.9799821149834,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,18,4,D18
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,North West,NORTH WEST,North West,TRUE,1049.0216063639143,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,19,4,D19
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South East,SOUTH EAST,South East,TRUE,1029.5118243151198,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,20,4,D20
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South South,SOUTH SOUTH,South South,TRUE,1066.3827463916666,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,21,4,D21
2025-11-01,2025-11-01,BUS_INTRACITY,"Bus journey within  city , per  drop constant  rou",ZONE,South West,SOUTH WEST,South West,TRUE,1204.89301788881,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,22,4,D22
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,NATIONAL,Nigeria,Journey by motorcycle (okada) per drop,,TRUE,810.4435936249156,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,23,4,D23
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,794.1569742214915,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,24,4,D24
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North East,NORTH EAST,North East,TRUE,817.6739528416666,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,25,4,D25
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,North West,NORTH WEST,North West,TRUE,773.1449136724428,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,26,4,D26
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South East,SOUTH EAST,South East,TRUE,782.25651314286,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,27,4,D27
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South South,SOUTH SOUTH,South South,TRUE,763.5356456547667,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,28,4,D28
2025-11-01,2025-11-01,OKADA,Journey by motorcycle (okada) per drop,ZONE,South West,SOUTH WEST,South West,TRUE,936.1265986952384,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,29,4,D29
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,NATIONAL,Nigeria,Water transport : water way passenger  transportat,,TRUE,1917.6737469208606,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,30,4,D30
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,1396.1031290534409,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,31,4,D31
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,ZONE,North East,NORTH EAST,North East,TRUE,1130.361249601323,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,32,4,D32
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,ZONE,North West,NORTH WEST,North West,TRUE,1272.0675013272244,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,33,4,D33
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,ZONE,South East,SOUTH EAST,South East,TRUE,1359.489680931828,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,34,4,D34
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,ZONE,South South,SOUTH SOUTH,South South,TRUE,4578.507185778805,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,35,4,D35
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,ZONE,South West,SOUTH WEST,South West,TRUE,1871.0125344112137,NGN per journey,Average of Nov-25,CURRENT_MONTH,TRUE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,Transport November 2025,36,4,D36
2025-12-01,2024-12-01,AIR,Air fare charg.for specified routes single journey,NATIONAL,Nigeria,Air fare charg.for specified routes single journey,,TRUE,126514.82263772083,NGN per journey,Average of Dec-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,Transport December 2025,2,2,B2
2025-12-01,2024-12-01,AIR,Air fare charg.for specified routes single journey,ZONE,North Central,NORTH CENTRAL,North Central,TRUE,126811.31095678978,NGN per journey,Average of Dec-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,Transport December 2025,3,2,B3
2025-12-01,2024-12-01,AIR,Air fare charg.for specified routes single journey,ZONE,North East,NORTH EAST,North East,TRUE,126754.46591100794,NGN per journey,Average of Dec-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,Transport December 2025,4,2,B4
2025-12-01,2024-12-01,AIR,Air fare charg.for specified routes single journey,ZONE,North West,NORTH WEST,North West,TRUE,126209.58820987632,NGN per journey,Average of Dec-24,YEAR_AGO,FALSE,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,Transport December 2025,5,2,B5
