observation_month,release_month,transport_mode,transport_mode_raw,geography_type,geography_name,geography_raw_label,state,zone,is_aggregate,fare_ngn,unit,source_period_label,source_anomaly,source_file,source_member,source_sheet,source_row,source_column_index,source_cell_reference
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,1750.63476467283,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,13,6,F13
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Edo,EDO,Edo,South South,FALSE,3906.63476467283,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,14,6,F14
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Ekiti,EKITI,Ekiti,South West,FALSE,1306.16347646728,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,15,6,F15
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Enugu,ENUGU,Enugu,South East,FALSE,1462.985,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,16,6,F16
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Gombe,GOMBE,Gombe,North East,FALSE,1014.0208,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,17,6,F17
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Imo,IMO,Imo,South East,FALSE,1600.38223998631,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,18,6,F18
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,1420.38223998631,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,19,6,F19
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,1150,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,20,6,F20
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Kano,KANO,Kano,North West,FALSE,1180.177,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,21,6,F21
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Katsina,KATSINA,Katsina,North West,FALSE,1234.65289585,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,22,6,F22
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,1071.152,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,23,6,F23
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Kogi,KOGI,Kogi,North Central,FALSE,1657.5,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,24,6,F24
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Kwara,KWARA,Kwara,North Central,FALSE,1700,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,25,6,F25
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Lagos,LAGOS,Lagos,South West,FALSE,2170.7604,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,26,6,F26
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,1275.83119242733,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,27,6,F27
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Niger,NIGER,Niger,North Central,FALSE,1165.4592724,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,28,6,F28
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Ogun,OGUN,Ogun,South West,FALSE,2588.284838,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,29,6,F29
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Ondo,ONDO,Ondo,South West,FALSE,2092.824892,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,30,6,F30
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Osun,OSUN,Osun,South West,FALSE,1784.0208,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,31,6,F31
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Oyo,OYO,Oyo,South West,FALSE,1284.0208,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,32,6,F32
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,1250,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,33,6,F33
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Rivers,RIVERS,Rivers,South South,FALSE,6513.82855,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,34,6,F34
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,1634.08757345426,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,35,6,F35
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Taraba,TARABA,Taraba,North East,FALSE,966.765503427378,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,36,6,F36
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Yobe,YOBE,Yobe,North East,FALSE,1175.82750281062,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,37,6,F37
2025-11-01,2025-11-01,WATER,Water transport : water way passenger  transportat,STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,1214.0208,NGN per journey,Transport November 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch NOV_2025_.xlsx,State Transport,38,6,F38
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,NATIONAL,Nigeria,Grand Total,,,TRUE,243744.59323457116,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,39,2,B39
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Abia,ABIA,Abia,South East,FALSE,310072.65022500005,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,2,2,B2
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Abuja,ABUJA,Abuja,North Central,FALSE,297427.5905952002,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,3,2,B3
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,213677.154986822,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,4,2,B4
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,312146.7147750001,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,5,2,B5
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,302451.7053012001,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,6,2,B6
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,252403.4758892,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,7,2,B7
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,210972.236565338,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,8,2,B8
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Benue,BENUE,Benue,North Central,FALSE,216979.236565338,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,9,2,B9
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Borno,BORNO,Borno,North East,FALSE,203525.643741661,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,10,2,B10
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Cross River,CROSS RIVER,Cross River,South South,FALSE,304236.4272138,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,11,2,B11
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Delta,DELTA,Delta,South South,FALSE,300321.27945672,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,12,2,B12
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,202451.7053012,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,13,2,B13
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Edo,EDO,Edo,South South,FALSE,212090.647828788,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,14,2,B14
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Ekiti,EKITI,Ekiti,South West,FALSE,206190.651647828,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,15,2,B15
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Enugu,ENUGU,Enugu,South East,FALSE,305126.691488,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,16,2,B16
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Gombe,GOMBE,Gombe,North East,FALSE,252491.9400024,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,17,2,B17
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Imo,IMO,Imo,South East,FALSE,257580.1113756,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,18,2,B18
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,191277.472357934,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,19,2,B19
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,258613.472357934,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,20,2,B20
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Kano,KANO,Kano,North West,FALSE,290393.8300068001,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,21,2,B21
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Katsina,KATSINA,Katsina,North West,FALSE,224500.766089641,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,22,2,B22
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,228200.712660896,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,23,2,B23
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Kogi,KOGI,Kogi,North Central,FALSE,181884.877677557,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,24,2,B24
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Kwara,KWARA,Kwara,North Central,FALSE,235143.3175642,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,25,2,B25
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Lagos,LAGOS,Lagos,South West,FALSE,323850.456575,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,26,2,B26
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,133300.552363519,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,27,2,B27
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Niger,NIGER,Niger,North Central,FALSE,158432.4135364,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,28,2,B28
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Ogun,OGUN,Ogun,South West,FALSE,189800.43242842,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,29,2,B29
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Ondo,ONDO,Ondo,South West,FALSE,258432.4135364,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,30,2,B30
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Osun,OSUN,Osun,South West,FALSE,236688.447711407,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,31,2,B31
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Oyo,OYO,Oyo,South West,FALSE,302451.7053012001,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,32,2,B32
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Plateau,PLATEAU,Plateau,North Central,FALSE,230442.0594188,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,33,2,B33
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Rivers,RIVERS,Rivers,South South,FALSE,356992.113405772,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,34,2,B34
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Sokoto,SOKOTO,Sokoto,North West,FALSE,245000,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,35,2,B35
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Taraba,TARABA,Taraba,North East,FALSE,230000.458053158,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,36,2,B36
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Yobe,YOBE,Yobe,North East,FALSE,207998.585675,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,37,2,B37
2025-12-01,2025-12-01,AIR,Air fare charg.for specified routes single journey,STATE,Zamfara,ZAMFARA,Zamfara,North West,FALSE,175000,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,38,2,B38
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",NATIONAL,Nigeria,Grand Total,,,TRUE,8676.055685638052,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,39,3,C39
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Abia,ABIA,Abia,South East,FALSE,9524.48508364,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,2,3,C2
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Abuja,ABUJA,Abuja,North Central,FALSE,9562.5550633,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,3,3,C3
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Adamawa,ADAMAWA,Adamawa,North East,FALSE,8095.76717405,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,4,3,C4
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Akwa Ibom,AKWA IBOM,Akwa Ibom,South South,FALSE,8833.9385135,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,5,3,C5
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Anambra,ANAMBRA,Anambra,South East,FALSE,10154.520275875,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,6,3,C6
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Bauchi,BAUCHI,Bauchi,North East,FALSE,7889.47633247,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,7,3,C7
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Bayelsa,BAYELSA,Bayelsa,South South,FALSE,8827.0882282,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,8,3,C8
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Benue,BENUE,Benue,North Central,FALSE,8224.1860814874,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,9,3,C9
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Borno,BORNO,Borno,North East,FALSE,9109.780184,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,10,3,C10
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Cross River,CROSS RIVER,Cross River,South South,FALSE,9003.773954325,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,11,3,C11
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Delta,DELTA,Delta,South South,FALSE,9091.2840603186,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,12,3,C12
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Ebonyi,EBONYI,Ebonyi,South East,FALSE,7486.7856934643,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,13,3,C13
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Edo,EDO,Edo,South South,FALSE,7082.53299855,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,14,3,C14
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Ekiti,EKITI,Ekiti,South West,FALSE,9219.4243123234,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,15,3,C15
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Enugu,ENUGU,Enugu,South East,FALSE,8563.29126388,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,16,3,C16
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Gombe,GOMBE,Gombe,North East,FALSE,9459.374285525,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,17,3,C17
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Imo,IMO,Imo,South East,FALSE,9961.5618938286,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,18,3,C18
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Jigawa,JIGAWA,Jigawa,North West,FALSE,8407.7490850265,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,19,3,C19
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kaduna,KADUNA,Kaduna,North West,FALSE,8766.580331,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,20,3,C20
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kano,KANO,Kano,North West,FALSE,8629.5457126275,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,21,3,C21
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Katsina,KATSINA,Katsina,North West,FALSE,8055.1321600921,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,22,3,C22
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kebbi,KEBBI,Kebbi,North West,FALSE,8406.0152544,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,23,3,C23
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kogi,KOGI,Kogi,North Central,FALSE,9480.180625,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,24,3,C24
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Kwara,KWARA,Kwara,North Central,FALSE,6295.67237674,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,25,3,C25
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Lagos,LAGOS,Lagos,South West,FALSE,8534.5165426,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,26,3,C26
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Nasarawa,NASARAWA,Nasarawa,North Central,FALSE,7510.46224572,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,27,3,C27
2025-12-01,2025-12-01,BUS_INTERCITY,"Bus journey intercity, state route, charg. per per",STATE,Niger,NIGER,Niger,North Central,FALSE,8048.6954348495,NGN per journey,Transport December 2025,,Transport Fare Watch Report Nov_Dec_2025.zip,TRANSPORT COST Watch DEC_2025_.xlsx,State Transport,28,3,C28
